group,file_name,operator_id,task_code,task_name,completed_step_count,standard_step_count,completion_rate,issue_step_count,issue_step_rate,log_action_count,total_action_count,total_issue_action_count,issue_action_rate,observed_error_action_count,error_action_count,extra_count,step_error_action_count,missing_count,missing_action_count,duplicate_action_count,step_error_step_count,missing_step_count,duplicate_count,duplicate_rate,issue_steps,step_error_steps,completion_missing_steps,extra_actions,step_error_actions,missing_actions,duplicate_actions,duplicate_steps,error_missing_steps
18,1803.txt,18,03,任务三,7,7,1.0,2,0.2857,39,39,6,0.1538,4,4,0,4,0,0,2,1,0,2,0.2222,步骤3: 将RCP016KG置手动；步骤4: 记录RCP002VP初态，手动打开RCP002VP(调节开度为100%),步骤3: 将RCP016KG置手动,,,行10: set YL1RCP016KG.MANUAL=1（错误 | 属于步骤3: 将RCP016KG置手动，但未按标准顺序形成完整步骤）；行11: set YL1RCP016KG.MANUAL=0（错误 | 属于步骤3: 将RCP016KG置手动，但未按标准顺序形成完整步骤）；行12: set YL1RCP016KG.EXECUTE=1（错误 | 属于步骤3: 将RCP016KG置手动，但未按标准顺序形成完整步骤）；行13: set YL1RCP016KG.EXECUTE=0（错误 | 属于步骤3: 将RCP016KG置手动，但未按标准顺序形成完整步骤）,,行25: set YL1RCP002VP_P.EXECUTE=1（重复动作 | 步骤4: 记录RCP002VP初态，手动打开RCP002VP(调节开度为100%)，该恢复步骤内部动作已完成，重复执行标准动作）；行26: set YL1RCP002VP_P.EXECUTE=0（重复动作 | 步骤4: 记录RCP002VP初态，手动打开RCP002VP(调节开度为100%)，该恢复步骤内部动作已完成，重复执行标准动作）,步骤4: 记录RCP002VP初态，手动打开RCP002VP(调节开度为100%),
18,1805.txt,18,05,任务五,4,4,1.0,0,0.0,17,17,4,0.2353,4,4,4,0,0,0,0,0,0,0,0.0,,,,行19: set YL1RCV046VP_P.MANUAL=1（多做 | 不在该任务标准流程内）；行20: set YL1RCV046VP_P.MANUAL=0（多做 | 不在该任务标准流程内）；行21: set YL1RCV046VP_P.EXECUTE=1（多做 | 不在该任务标准流程内）；行22: set YL1RCV046VP_P.EXECUTE=0（多做 | 不在该任务标准流程内）,,,,,
19,1903.txt,19,03,任务三,6,7,0.8571,2,0.2857,34,38,12,0.3158,8,8,3,5,1,4,0,2,1,0,0.0,步骤2: 将RCP016KG置自动；步骤7: 恢复RCP016KG、RCP001VP/002VP为初始状态（“将RCP001VP开度调至9%”与“将RCP002VP置自动”操作不分先后）,步骤2: 将RCP016KG置自动；步骤7: 恢复RCP016KG、RCP001VP/002VP为初始状态（“将RCP001VP开度调至9%”与“将RCP002VP置自动”操作不分先后）,步骤7: 恢复RCP016KG、RCP001VP/002VP为初始状态（“将RCP001VP开度调至9%”与“将RCP002VP置自动”操作不分先后）,行41: set YL1RCP002VP_P.SV=9（多做 | 不在该任务标准流程内）；行42: set YL1RCP002VP_P.EXECUTE=1（多做 | 不在该任务标准流程内）；行43: set YL1RCP002VP_P.EXECUTE=0（多做 | 不在该任务标准流程内）,行10: set YL1RCP016KG.EXECUTE=1（错误 | 属于步骤2: 将RCP016KG置自动，但未按标准顺序形成完整步骤）；行11: set YL1RCP016KG.EXECUTE=0（错误 | 属于步骤2: 将RCP016KG置自动，但未按标准顺序形成完整步骤）；行38: set YL1RCP001VP_P.SV=9（错误 | 属于步骤7: 恢复RCP016KG、RCP001VP/002VP为初始状态（“将RCP001VP开度调至9%”与“将RCP002VP置自动”操作不分先后），但未按标准顺序形成完整步骤）；行39: set YL1RCP001VP_P.EXECUTE=1（错误 | 属于步骤7: 恢复RCP016KG、RCP001VP/002VP为初始状态（“将RCP001VP开度调至9%”与“将RCP002VP置自动”操作不分先后），但未按标准顺序形成完整步骤）；行40: set YL1RCP001VP_P.EXECUTE=0（错误 | 属于步骤7: 恢复RCP016KG、RCP001VP/002VP为初始状态（“将RCP001VP开度调至9%”与“将RCP002VP置自动”操作不分先后），但未按标准顺序形成完整步骤）,步骤7: 缺失动作 set YL1RCP002VP_P.AUTO=1；步骤7: 缺失动作 set YL1RCP002VP_P.AUTO=0；步骤7: 缺失动作 set YL1RCP002VP_P.EXECUTE=1；步骤7: 缺失动作 set YL1RCP002VP_P.EXECUTE=0,,,步骤7: 恢复RCP016KG、RCP001VP/002VP为初始状态（“将RCP001VP开度调至9%”与“将RCP002VP置自动”操作不分先后）
19,1905.txt,19,05,任务五,2,4,0.5,4,1.0,35,36,27,0.75,22,22,9,13,2,1,4,4,2,1,0.3333,步骤3: 步骤三；步骤4: 步骤四；步骤1: 步骤一；步骤2: 步骤二,步骤3: 步骤三；步骤4: 步骤四；步骤1: 步骤一；步骤2: 步骤二,步骤3: 步骤三；步骤4: 步骤四,行10: set YL1RCV046VP_P.MANUAL=1（多做 | 不在该任务标准流程内）；行11: set YL1RCV046VP_P.MANUAL=0（多做 | 不在该任务标准流程内）；行12: set YL1RCV046VP_P.MANUAL=1（多做 | 不在该任务标准流程内）；行13: set YL1RCV046VP_P.MANUAL=0（多做 | 不在该任务标准流程内）；行14: set YL1RCV046VP_P.EXECUTE=1（多做 | 不在该任务标准流程内）；行15: set YL1RCV046VP_P.EXECUTE=0（多做 | 不在该任务标准流程内）；行16: set YL1RCV046VP_P.SV=50（多做 | 不在该任务标准流程内）；行17: set YL1RCV046VP_P.EXECUTE=1（多做 | 不在该任务标准流程内）；行18: set YL1RCV046VP_P.EXECUTE=0（多做 | 不在该任务标准流程内）,行19: set YL1RCV046VP_P.SV=55（错误 | 属于步骤3: 步骤三，但未按标准顺序形成完整步骤）；行20: set YL1RCV046VP_P.EXECUTE=1（错误 | 属于步骤3: 步骤三，但未按标准顺序形成完整步骤）；行21: set YL1RCV046VP_P.EXECUTE=0（错误 | 属于步骤3: 步骤三，但未按标准顺序形成完整步骤）；行22: DCM tr_RCV018MD（错误 | 属于步骤4: 步骤四，但未按标准顺序形成完整步骤）；行27: set YL1RCV048VP_P.OPEN=1（错误 | 属于步骤1: 步骤一，但未按标准顺序形成完整步骤）；行28: set YL1RCV048VP_P.OPEN=0（错误 | 属于步骤1: 步骤一，但未按标准顺序形成完整步骤）；行29: set YL1RCV048VP_P.EXECUTE=1（错误 | 属于步骤1: 步骤一，但未按标准顺序形成完整步骤）；行30: set YL1RCV048VP_P.EXECUTE=0（错误 | 属于步骤1: 步骤一，但未按标准顺序形成完整步骤）；行36: set YL1RCV008VP_P.OPEN=1（错误 | 属于步骤2: 步骤二，但未完整复现整步，不计重复）；行37: set YL1RCV008VP_P.OPEN=0（错误 | 属于步骤2: 步骤二，但未完整复现整步，不计重复）；行38: set YL1RCV008VP_P.EXECUTE=1（错误 | 属于步骤2: 步骤二，但未完整复现整步，不计重复）；行39: set YL1RCV008VP_P.EXECUTE=0（错误 | 属于步骤2: 步骤二，但未完整复现整步，不计重复）；行44: DCM aov_RCV008VP（错误 | 属于步骤2: 步骤二，但未完整复现整步，不计重复）,步骤3: 未完成任一备选 步骤三,行40: set YL1RCV007VP_P.OPEN=1（重复步骤 | 步骤2: 步骤二）；行41: set YL1RCV007VP_P.OPEN=0（重复步骤 | 步骤2: 步骤二）；行42: set YL1RCV007VP_P.EXECUTE=1（重复步骤 | 步骤2: 步骤二）；行43: set YL1RCV007VP_P.EXECUTE=0（重复步骤 | 步骤2: 步骤二）,步骤2: 步骤二,步骤3: 步骤三；步骤4: 步骤四
20,2003.txt,20,03,任务三,6,7,0.8571,2,0.2857,36,40,14,0.35,10,10,3,7,1,4,0,2,1,0,0.0,步骤3: 将RCP016KG置手动；步骤7: 恢复RCP016KG、RCP001VP/002VP为初始状态（“将RCP001VP开度调至9%”与“将RCP002VP置自动”操作不分先后）,步骤3: 将RCP016KG置手动；步骤7: 恢复RCP016KG、RCP001VP/002VP为初始状态（“将RCP001VP开度调至9%”与“将RCP002VP置自动”操作不分先后）,步骤7: 恢复RCP016KG、RCP001VP/002VP为初始状态（“将RCP001VP开度调至9%”与“将RCP002VP置自动”操作不分先后）,行43: set YL1RCP002VP_P.SV=0（多做 | 不在该任务标准流程内）；行44: set YL1RCP002VP_P.EXECUTE=1（多做 | 不在该任务标准流程内）；行45: set YL1RCP002VP_P.EXECUTE=0（多做 | 不在该任务标准流程内）,行10: set YL1RCP016KG.MANUAL=1（错误 | 属于步骤3: 将RCP016KG置手动，但未按标准顺序形成完整步骤）；行11: set YL1RCP016KG.MANUAL=0（错误 | 属于步骤3: 将RCP016KG置手动，但未按标准顺序形成完整步骤）；行12: set YL1RCP016KG.EXECUTE=1（错误 | 属于步骤3: 将RCP016KG置手动，但未按标准顺序形成完整步骤）；行13: set YL1RCP016KG.EXECUTE=0（错误 | 属于步骤3: 将RCP016KG置手动，但未按标准顺序形成完整步骤）；行40: set YL1RCP001VP_P.SV=9（错误 | 属于步骤7: 恢复RCP016KG、RCP001VP/002VP为初始状态（“将RCP001VP开度调至9%”与“将RCP002VP置自动”操作不分先后），但未按标准顺序形成完整步骤）；行41: set YL1RCP001VP_P.EXECUTE=1（错误 | 属于步骤7: 恢复RCP016KG、RCP001VP/002VP为初始状态（“将RCP001VP开度调至9%”与“将RCP002VP置自动”操作不分先后），但未按标准顺序形成完整步骤）；行42: set YL1RCP001VP_P.EXECUTE=0（错误 | 属于步骤7: 恢复RCP016KG、RCP001VP/002VP为初始状态（“将RCP001VP开度调至9%”与“将RCP002VP置自动”操作不分先后），但未按标准顺序形成完整步骤）,步骤7: 缺失动作 set YL1RCP002VP_P.AUTO=1；步骤7: 缺失动作 set YL1RCP002VP_P.AUTO=0；步骤7: 缺失动作 set YL1RCP002VP_P.EXECUTE=1；步骤7: 缺失动作 set YL1RCP002VP_P.EXECUTE=0,,,步骤7: 恢复RCP016KG、RCP001VP/002VP为初始状态（“将RCP001VP开度调至9%”与“将RCP002VP置自动”操作不分先后）
20,2004.txt,20,04,任务四,14,18,0.7778,11,0.6111,126,134,92,0.6866,48,48,8,40,4,8,36,7,4,17,0.5484,步骤3: 将RCV030VP开度控制置手动；步骤4: 将RCV030VP开度调至100%；步骤1: 将RCV030VP转向控制置手动；步骤11: 停止REA015KG；步骤8: 选择手动补给REA021KG；步骤15: 启动REA016KG；步骤14: 将REA018VB置自动；步骤17: 将RCV030VP置自动；步骤5: 将REA015KG按下停止键；步骤10: 再次启动REA016KG补水；步骤18: 将RCV030VP开度控制置自动,步骤3: 将RCV030VP开度控制置手动；步骤4: 将RCV030VP开度调至100%；步骤1: 将RCV030VP转向控制置手动；步骤11: 停止REA015KG；步骤8: 选择手动补给REA021KG；步骤15: 启动REA016KG；步骤14: 将REA018VB置自动,步骤1: 将RCV030VP转向控制置手动；步骤3: 将RCV030VP开度控制置手动；步骤4: 将RCV030VP开度调至100%；步骤17: 将RCV030VP置自动,行18: set YL1RCV030VP_P.CLOSED=1（多做 | 不在该任务标准流程内）；行26: set YL1RCV030VP_P.CLOSED=0（多做 | 不在该任务标准流程内）；行27: set YL1RCV030VP_P.CLOSED=1（多做 | 不在该任务标准流程内）；行28: set YL1RCV030VP_P.EXECUTE=1（多做 | 不在该任务标准流程内）；行29: set YL1RCV030VP_P.EXECUTE=0（多做 | 不在该任务标准流程内）；行32: set YL1RCV030VP_P.CLOSED=1（多做 | 不在该任务标准流程内）；行33: set YL1RCV030VP_P.EXECUTE=1（多做 | 不在该任务标准流程内）；行34: set YL1RCV030VP_P.EXECUTE=0（多做 | 不在该任务标准流程内）,行10: set YL1RCV401RC_P.MANUAL=1（错误 | 属于步骤3: 将RCV030VP开度控制置手动，但未按标准顺序形成完整步骤）；行11: set YL1RCV401RC_P.MANUAL=0（错误 | 属于步骤3: 将RCV030VP开度控制置手动，但未按标准顺序形成完整步骤）；行12: set YL1RCV401RC_P.EXECUTE=1（错误 | 属于步骤3: 将RCV030VP开度控制置手动，但未按标准顺序形成完整步骤）；行13: set YL1RCV401RC_P.EXECUTE=0（错误 | 属于步骤3: 将RCV030VP开度控制置手动，但未按标准顺序形成完整步骤）；行14: set YL1RCV401RC_P.MANUAL=1（错误 | 属于步骤3: 将RCV030VP开度控制置手动，但未按标准顺序形成完整步骤）；行15: set YL1RCV401RC_P.MANUAL=0（错误 | 属于步骤3: 将RCV030VP开度控制置手动，但未按标准顺序形成完整步骤）；行16: set YL1RCV401RC_P.EXECUTE=1（错误 | 属于步骤3: 将RCV030VP开度控制置手动，但未按标准顺序形成完整步骤）；行17: set YL1RCV401RC_P.EXECUTE=0（错误 | 属于步骤3: 将RCV030VP开度控制置手动，但未按标准顺序形成完整步骤）；行19: set YL1RCV401RC_P.MANUAL=1（错误 | 属于步骤3: 将RCV030VP开度控制置手动，但未按标准顺序形成完整步骤）；行20: set YL1RCV401RC_P.MANUAL=0（错误 | 属于步骤3: 将RCV030VP开度控制置手动，但未按标准顺序形成完整步骤）；行21: set YL1RCV401RC_P.EXECUTE=1（错误 | 属于步骤3: 将RCV030VP开度控制置手动，但未按标准顺序形成完整步骤）；行22: set YL1RCV401RC_P.EXECUTE=0（错误 | 属于步骤3: 将RCV030VP开度控制置手动，但未按标准顺序形成完整步骤）；行23: set YL1RCV401RC_P.SV=100（错误 | 属于步骤4: 将RCV030VP开度调至100%，但未按标准顺序形成完整步骤）；行24: set YL1RCV030VP_P.MANUAL=1（错误 | 属于步骤1: 将RCV030VP转向控制置手动，但未按标准顺序形成完整步骤）；行25: set YL1RCV030VP_P.MANUAL=0（错误 | 属于步骤1: 将RCV030VP转向控制置手动，但未按标准顺序形成完整步骤）；行30: set YL1RCV030VP_P.MANUAL=1（错误 | 属于步骤1: 将RCV030VP转向控制置手动，但未按标准顺序形成完整步骤）；行31: set YL1RCV030VP_P.MANUAL=0（错误 | 属于步骤1: 将RCV030VP转向控制置手动，但未按标准顺序形成完整步骤）；行39: set YL1RCV401RC_P.EXECUTE=1（错误 | 属于步骤3: 将RCV030VP开度控制置手动，但未按标准顺序形成完整步骤）；行40: set YL1RCV401RC_P.EXECUTE=0（错误 | 属于步骤3: 将RCV030VP开度控制置手动，但未按标准顺序形成完整步骤）；行45: set YL1REA015KG_P.Input4_i4=1（错误 | 属于步骤11: 停止REA015KG，但未按标准顺序形成完整步骤）；行56: set YL1REA021KG_P.Input4_i4=1（错误 | 属于步骤8: 选择手动补给REA021KG，但未完整复现整步，不计重复）；行61: set YL1REA016KG_P.Input4_i4=1（错误 | 属于步骤15: 启动REA016KG，但未按标准顺序形成完整步骤）；行68: set YL1REA021KG_P.Input4_i4=1（错误 | 属于步骤8: 选择手动补给REA021KG，但未完整复现整步，不计重复）；行69: set YL1REA021KG_P.Input4_i4=0（错误 | 属于步骤8: 选择手动补给REA021KG，但未完整复现整步，不计重复）；行70: set YL1REA021KG_P.Input4_i4=1（错误 | 属于步骤8: 选择手动补给REA021KG，但未完整复现整步，不计重复）；行71: set YL1REA021KG_P.Input4_i4=0（错误 | 属于步骤8: 选择手动补给REA021KG，但未完整复现整步，不计重复）；行78: set YL1REA021KG_P.Input4_i4=1（错误 | 属于步骤8: 选择手动补给REA021KG，但未完整复现整步，不计重复）；行79: set YL1REA021KG_P.Input4_i4=0（错误 | 属于步骤8: 选择手动补给REA021KG，但未完整复现整步，不计重复）；行80: set YL1REA021KG_P.Input4_i4=1（错误 | 属于步骤8: 选择手动补给REA021KG，但未完整复现整步，不计重复）；行81: set YL1REA021KG_P.Input4_i4=0（错误 | 属于步骤8: 选择手动补给REA021KG，但未完整复现整步，不计重复）；行88: set YL1REA021KG_P.Input4_i4=1（错误 | 属于步骤8: 选择手动补给REA021KG，但未完整复现整步，不计重复）；行89: set YL1REA021KG_P.Input4_i4=0（错误 | 属于步骤8: 选择手动补给REA021KG，但未完整复现整步，不计重复）；行98: set YL1REA016KG_P.Input4_i4=1（错误 | 属于步骤15: 启动REA016KG，但未按标准顺序形成完整步骤）；行99: set YL1REA016KG_P.Input4_i4=1（错误 | 属于步骤15: 启动REA016KG，但未按标准顺序形成完整步骤）；行110: set YL1REA018VB_P.AUTO=1（错误 | 属于步骤14: 将REA018VB置自动，但未按标准顺序形成完整步骤）；行111: set YL1REA018VB_P.AUTO=0（错误 | 属于步骤14: 将REA018VB置自动，但未按标准顺序形成完整步骤）；行128: set YL1RCV401RC_P.MANUAL=1（错误 | 属于步骤3: 将RCV030VP开度控制置手动，但未按标准顺序形成完整步骤）；行129: set YL1RCV401RC_P.MANUAL=0（错误 | 属于步骤3: 将RCV030VP开度控制置手动，但未按标准顺序形成完整步骤）；行134: set YL1RCV401RC_P.EXECUTE=1（错误 | 属于步骤3: 将RCV030VP开度控制置手动，但未按标准顺序形成完整步骤）；行135: set YL1RCV401RC_P.EXECUTE=0（错误 | 属于步骤3: 将RCV030VP开度控制置手动，但未按标准顺序形成完整步骤）,步骤1: 缺失动作 set YL1RCV030VP_P.EXECUTE=1；步骤1: 缺失动作 set YL1RCV030VP_P.EXECUTE=0；步骤4: 缺失动作 set YL1RCV401RC_P.EXECUTE=1；步骤4: 缺失动作 set YL1RCV401RC_P.EXECUTE=0；步骤17: 缺失动作 set YL1RCV030VP_P.AUTO=1；步骤17: 缺失动作 set YL1RCV030VP_P.AUTO=0；步骤17: 缺失动作 set YL1RCV030VP_P.EXECUTE=1；步骤17: 缺失动作 set YL1RCV030VP_P.EXECUTE=0,行43: set YL1REA015KG_P.Input4_i4=1（重复步骤 | 步骤5: 将REA015KG按下停止键）；行44: set YL1REA015KG_P.Input4_i4=0（重复步骤 | 步骤5: 将REA015KG按下停止键）；行62: set YL1REA016KG_P.Input4_i4=1（重复步骤 | 步骤10: 再次启动REA016KG补水）；行63: set YL1REA016KG_P.Input4_i4=0（重复步骤 | 步骤10: 再次启动REA016KG补水）；行64: set YL1REA016KG_P.Input4_i4=1（重复步骤 | 步骤10: 再次启动REA016KG补水）；行65: set YL1REA016KG_P.Input4_i4=0（重复步骤 | 步骤10: 再次启动REA016KG补水）；行66: set YL1REA016KG_P.Input4_i4=1（重复步骤 | 步骤10: 再次启动REA016KG补水）；行67: set YL1REA016KG_P.Input4_i4=0（重复步骤 | 步骤10: 再次启动REA016KG补水）；行72: set YL1REA016KG_P.Input4_i4=1（重复步骤 | 步骤10: 再次启动REA016KG补水）；行73: set YL1REA016KG_P.Input4_i4=0（重复步骤 | 步骤10: 再次启动REA016KG补水）；行74: set YL1REA016KG_P.Input4_i4=1（重复步骤 | 步骤10: 再次启动REA016KG补水）；行75: set YL1REA016KG_P.Input4_i4=0（重复步骤 | 步骤10: 再次启动REA016KG补水）；行76: set YL1REA016KG_P.Input4_i4=1（重复步骤 | 步骤10: 再次启动REA016KG补水）；行77: set YL1REA016KG_P.Input4_i4=0（重复步骤 | 步骤10: 再次启动REA016KG补水）；行82: set YL1REA016KG_P.Input4_i4=1（重复步骤 | 步骤10: 再次启动REA016KG补水）；行83: set YL1REA016KG_P.Input4_i4=0（重复步骤 | 步骤10: 再次启动REA016KG补水）；行84: set YL1REA016KG_P.Input4_i4=1（重复步骤 | 步骤10: 再次启动REA016KG补水）；行85: set YL1REA016KG_P.Input4_i4=0（重复步骤 | 步骤10: 再次启动REA016KG补水）；行86: set YL1REA016KG_P.Input4_i4=1（重复步骤 | 步骤10: 再次启动REA016KG补水）；行87: set YL1REA016KG_P.Input4_i4=0（重复步骤 | 步骤10: 再次启动REA016KG补水）；行90: set YL1REA016KG_P.Input4_i4=1（重复步骤 | 步骤10: 再次启动REA016KG补水）；行91: set YL1REA016KG_P.Input4_i4=0（重复步骤 | 步骤10: 再次启动REA016KG补水）；行92: set YL1REA016KG_P.Input4_i4=1（重复步骤 | 步骤10: 再次启动REA016KG补水）；行93: set YL1REA016KG_P.Input4_i4=0（重复步骤 | 步骤10: 再次启动REA016KG补水）；行94: set YL1REA016KG_P.Input4_i4=1（重复步骤 | 步骤10: 再次启动REA016KG补水）；行95: set YL1REA016KG_P.Input4_i4=0（重复步骤 | 步骤10: 再次启动REA016KG补水）；行96: set YL1REA016KG_P.Input4_i4=1（重复步骤 | 步骤10: 再次启动REA016KG补水）；行97: set YL1REA016KG_P.Input4_i4=0（重复步骤 | 步骤10: 再次启动REA016KG补水）；行102: set YL1REA015KG_P.Input4_i4=1（重复步骤 | 步骤11: 停止REA015KG）；行103: set YL1REA015KG_P.Input4_i4=0（重复步骤 | 步骤11: 停止REA015KG）；行118: set YL1REA016KG_P.Input4_i4=1（重复步骤 | 步骤15: 启动REA016KG）；行119: set YL1REA016KG_P.Input4_i4=0（重复步骤 | 步骤15: 启动REA016KG）；行130: set YL1RCV401RC_P.AUTO=1（重复步骤 | 步骤18: 将RCV030VP开度控制置自动）；行131: set YL1RCV401RC_P.AUTO=0（重复步骤 | 步骤18: 将RCV030VP开度控制置自动）；行132: set YL1RCV401RC_P.EXECUTE=1（重复步骤 | 步骤18: 将RCV030VP开度控制置自动）；行133: set YL1RCV401RC_P.EXECUTE=0（重复步骤 | 步骤18: 将RCV030VP开度控制置自动）,步骤5: 将REA015KG按下停止键；步骤10: 再次启动REA016KG补水；步骤11: 停止REA015KG；步骤15: 启动REA016KG；步骤18: 将RCV030VP开度控制置自动,步骤1: 将RCV030VP转向控制置手动；步骤3: 将RCV030VP开度控制置手动；步骤4: 将RCV030VP开度调至100%；步骤17: 将RCV030VP置自动
21,2103.txt,21,03,任务三,7,7,1.0,0,0.0,33,33,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,
21,2104.txt,21,04,任务四,12,18,0.6667,7,0.3889,59,61,22,0.3607,18,18,0,18,6,2,2,5,6,1,0.0769,步骤11: 停止REA015KG；步骤12: 将REA019KG置自动；步骤13: 关闭REA018VB；步骤14: 将REA018VB置自动；步骤18: 将RCV030VP开度控制置自动；步骤15: 启动REA016KG；步骤5: 将REA015KG按下停止键,步骤11: 停止REA015KG；步骤12: 将REA019KG置自动；步骤13: 关闭REA018VB；步骤14: 将REA018VB置自动；步骤18: 将RCV030VP开度控制置自动,步骤11: 停止REA015KG；步骤12: 将REA019KG置自动；步骤13: 关闭REA018VB；步骤14: 将REA018VB置自动；步骤15: 启动REA016KG；步骤18: 将RCV030VP开度控制置自动,,行41: set YL1REA015KG_P.Input4_i4=1（错误 | 属于步骤11: 停止REA015KG，但未按标准顺序形成完整步骤）；行42: set YL1REA015KG_P.Input4_i4=0（错误 | 属于步骤11: 停止REA015KG，但未按标准顺序形成完整步骤）；行43: set YL1REA019KG_P.Input4_i4=1（错误 | 属于步骤12: 将REA019KG置自动，但未按标准顺序形成完整步骤）；行44: set YL1REA019KG_P.Input4_i4=0（错误 | 属于步骤12: 将REA019KG置自动，但未按标准顺序形成完整步骤）；行45: set YL1REA018VB_P.CLOSE=1（错误 | 属于步骤13: 关闭REA018VB，但未按标准顺序形成完整步骤）；行46: set YL1REA018VB_P.CLOSE=0（错误 | 属于步骤13: 关闭REA018VB，但未按标准顺序形成完整步骤）；行47: set YL1REA018VB_P.EXECUTE=1（错误 | 属于步骤13: 关闭REA018VB，但未按标准顺序形成完整步骤）；行48: set YL1REA018VB_P.EXECUTE=0（错误 | 属于步骤13: 关闭REA018VB，但未按标准顺序形成完整步骤）；行49: set YL1REA018VB_P.AUTO=1（错误 | 属于步骤14: 将REA018VB置自动，但未按标准顺序形成完整步骤）；行50: set YL1REA018VB_P.AUTO=0（错误 | 属于步骤14: 将REA018VB置自动，但未按标准顺序形成完整步骤）；行51: set YL1REA018VB_P.AUTO=1（错误 | 属于步骤14: 将REA018VB置自动，但未按标准顺序形成完整步骤）；行52: set YL1REA018VB_P.AUTO=0（错误 | 属于步骤14: 将REA018VB置自动，但未按标准顺序形成完整步骤）；行53: set YL1REA018VB_P.EXECUTE=1（错误 | 属于步骤14: 将REA018VB置自动，但未按标准顺序形成完整步骤）；行54: set YL1REA018VB_P.EXECUTE=0（错误 | 属于步骤14: 将REA018VB置自动，但未按标准顺序形成完整步骤）；行61: set YL1RCV401RC_P.AUTO=1（错误 | 属于步骤18: 将RCV030VP开度控制置自动，但未按标准顺序形成完整步骤）；行62: set YL1RCV401RC_P.AUTO=0（错误 | 属于步骤18: 将RCV030VP开度控制置自动，但未按标准顺序形成完整步骤）；行63: set YL1RCV401RC_P.EXECUTE=1（错误 | 属于步骤18: 将RCV030VP开度控制置自动，但未按标准顺序形成完整步骤）；行64: set YL1RCV401RC_P.EXECUTE=0（错误 | 属于步骤18: 将RCV030VP开度控制置自动，但未按标准顺序形成完整步骤）,步骤15: 缺失动作 set YL1REA016KG_P.Input4_i4=1；步骤15: 缺失动作 set YL1REA016KG_P.Input4_i4=0,行27: set YL1REA015KG_P.Input4_i4=1（重复步骤 | 步骤5: 将REA015KG按下停止键）；行28: set YL1REA015KG_P.Input4_i4=0（重复步骤 | 步骤5: 将REA015KG按下停止键）,步骤5: 将REA015KG按下停止键,步骤11: 停止REA015KG；步骤12: 将REA019KG置自动；步骤13: 关闭REA018VB；步骤14: 将REA018VB置自动；步骤15: 启动REA016KG；步骤18: 将RCV030VP开度控制置自动
21,2105.txt,21,05,任务五,2,4,0.5,2,0.5,22,23,14,0.6087,13,13,12,1,2,1,0,1,2,0,0.0,步骤4: 步骤四；步骤3: 步骤三,步骤4: 步骤四,步骤3: 步骤三；步骤4: 步骤四,行10: set YL1RCV046VP_P.SV=90（多做 | 不在该任务标准流程内）；行11: set YL1RCV046VP_P.EXECUTE=1（多做 | 不在该任务标准流程内）；行12: set YL1RCV046VP_P.EXECUTE=0（多做 | 不在该任务标准流程内）；行13: set YL1RCV046VP_P.SV=100（多做 | 不在该任务标准流程内）；行14: set YL1RCV046VP_P.EXECUTE=1（多做 | 不在该任务标准流程内）；行15: set YL1RCV046VP_P.EXECUTE=0（多做 | 不在该任务标准流程内）；行26: set YL1RCV061VP_P.SV=55（多做 | 不在该任务标准流程内）；行27: set YL1RCV061VP_P.EXECUTE=1（多做 | 不在该任务标准流程内）；行28: set YL1RCV061VP_P.EXECUTE=0（多做 | 不在该任务标准流程内）；行29: set YL1RCV061VP_P.SV=60（多做 | 不在该任务标准流程内）；行30: set YL1RCV061VP_P.EXECUTE=1（多做 | 不在该任务标准流程内）；行31: set YL1RCV061VP_P.EXECUTE=0（多做 | 不在该任务标准流程内）,行16: DCM tr_RCV018MD（错误 | 属于步骤4: 步骤四，但未按标准顺序形成完整步骤）,步骤3: 未完成任一备选 步骤三,,,步骤3: 步骤三；步骤4: 步骤四
22,2203.txt,22,03,任务三,7,7,1.0,0,0.0,33,33,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,
22,2204.txt,22,04,任务四,17,18,0.9444,2,0.1111,59,59,6,0.1017,6,6,0,6,1,0,0,2,1,0,0.0,步骤14: 将REA018VB置自动；步骤18: 将RCV030VP开度控制置自动,步骤14: 将REA018VB置自动；步骤18: 将RCV030VP开度控制置自动,步骤18: 将RCV030VP开度控制置自动,,行49: set YL1REA018VB_P.AUTO=1（错误 | 属于步骤14: 将REA018VB置自动，但未按标准顺序形成完整步骤）；行50: set YL1REA018VB_P.AUTO=0（错误 | 属于步骤14: 将REA018VB置自动，但未按标准顺序形成完整步骤）；行61: set YL1RCV401RC_P.AUTO=1（错误 | 属于步骤18: 将RCV030VP开度控制置自动，但未按标准顺序形成完整步骤）；行62: set YL1RCV401RC_P.AUTO=0（错误 | 属于步骤18: 将RCV030VP开度控制置自动，但未按标准顺序形成完整步骤）；行63: set YL1RCV401RC_P.EXECUTE=1（错误 | 属于步骤18: 将RCV030VP开度控制置自动，但未按标准顺序形成完整步骤）；行64: set YL1RCV401RC_P.EXECUTE=0（错误 | 属于步骤18: 将RCV030VP开度控制置自动，但未按标准顺序形成完整步骤）,,,,步骤18: 将RCV030VP开度控制置自动
